ID,YEAR,DEPARTMENT_DESCR,COLLEGE_DESCR,FTPT,FirstTerm_CreditHours,FirstTerm_GPA,OneYear retention,TwoYear retention
1545481,2021,,The University of Akron,FT,11,0.191,,
2345060,2020,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,8,4,1,
8941138,2021,Department of Biology,College of Arts & Sciences,FT,12,3,,
1348968,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,17,3.694,1,1
6945272,2021,Accountancy,College of Business,FT,13,3.308,,
1940442,2017,Dept of Chemistry,College of Arts & Sciences,FT,15,0,,
5538972,2016,Early College High School,The University of Akron,FT,2.5,0.4,,
3547637,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,5,2.4,,
4547801,2017,School of Nursing,College of Health & Human Sci,FT,12,1.825,,
8845373,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,10,2.97,,
9744919,2019,Department of Sociology,College of Arts & Sciences,FT,14,0.429,,
1348998,2016,Business Dean,College of Business,FT,18,4,1,1
4142200,2019,Department of Biology,College of Arts & Sciences,FT,12,1.7,1,1
0949328,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,11,2.455,1,1
3049126,2016,Business Dean,College of Business,FT,10,2.72,1,1
1748935,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,17,2.241,,
0225546,2016,Dept of Psychology,College of Arts & Sciences,FT,13,2.677,1,
9449547,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.629,1,1
0139154,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,2.346,1,1
4548983,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,10,2.86,1,1
9941130,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,3.085,1,
7945175,2020,Accountancy,College of Business,FT,3,0,,
7645036,2020,Accountancy,College of Business,FT,15,3.08,1,
2142204,2018,LBJFF School of Education,College of Arts & Sciences,FT,6,3.5,1,1
5641707,2017,LBJFF School of Education,College of Arts & Sciences,FT,17,3.782,,
2723696,2016,School of Communication,College of Arts & Sciences,PT,6,0,,
4541157,2016,Business Dean,College of Business,PT,6,1.65,,
9444576,2020,Dept of Finance,College of Business,FT,7,2.157,,
8148468,2017,Department of Sociology,College of Arts & Sciences,FT,17,3.518,1,1
7844859,2019,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,5,2.98,1,1
7447830,2016,Early College High School,The University of Akron,PT,6,0.333,,1
9549718,2018,Business Dean,College of Business,FT,12,1.217,,
2438369,2017,Early College High School,The University of Akron,FT,9,0,,
6249546,2017,Early College High School,The University of Akron,FT,5,2.62,,
2447775,2016,School of Nursing,College of Health & Human Sci,FT,16,3.925,1,1
6449540,2017,Dept of Computer Science,College of Engr & Polymer Sci,FT,15,1.013,,
5939121,2016,Business Dean,College of Business,FT,10,1.78,1,
7240413,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,PT,11,1.145,,
0647774,2016,Department of Sociology,College of Arts & Sciences,FT,16,3.006,1,1
2948459,2016,Dept of Marketing,College of Business,FT,11,3.191,1,1
5547740,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,14,2.086,,
7149606,2017,Engineering & Science Tech,College of Engr & Polymer Sci,FT,12,2.483,,
0149565,2017,Accountancy,College of Business,FT,14,3.064,,
1849608,2017,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,15,3.58,1,1
2645373,2021,School of Nursing,College of Health & Human Sci,FT,13,1.662,,
7640429,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,PT,10,0,,
5145104,2021,Dept of Chemistry,College of Arts & Sciences,FT,15,3.733,,
5845382,2021,,The University of Akron,FT,6,0.9,,
0248490,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,15.5,1.839,,
4527235,2016,Early College High School,The University of Akron,FT,0,0,,
7649037,2016,Early College High School,The University of Akron,FT,5,0.92,,
5849094,2016,Department of Biology,College of Arts & Sciences,FT,16,4,1,
5848188,2016,Business Dean,College of Business,FT,16,3.813,,
2644947,2019,,The University of Akron,FT,14,3.614,,
8642018,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,0.18,,
0349456,2018,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,15,3.74,1,1
2140812,2017,Early College High School,The University of Akron,FT,12,2.975,,
4242198,2017,Early College High School,The University of Akron,FT,5,1.6,,
7349595,2016,Dept of Political Science,College of Arts & Sciences,FT,14,3.571,,1
5937827,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,5,0,,
8249550,2017,Dept of Marketing,College of Business,FT,2,1.3,,
4837825,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,12,2.258,1,1
9138842,2016,Dept of Management,College of Business,FT,11,3.645,1,1
2547657,2017,Early College High School,The University of Akron,FT,16,3.319,1,
0448983,2019,,The University of Akron,FT,8,3.888,1,1
2942544,2018,School of Nursing,College of Health & Human Sci,FT,4,0,,
4345185,2020,Arts & Sciences Dean,College of Arts & Sciences,FT,6,2.5,,
6045378,2021,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,16,1.631,,
6949001,2016,Early College High School,The University of Akron,FT,5,0.42,,
3749591,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,11,2.109,,
7449516,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,3,2.7,,
2944917,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,13,4,,
2848933,2018,School of Nursing,College of Health & Human Sci,FT,12,2,,
9445486,2021,School of Communication,College of Arts & Sciences,FT,15,3.4,,
6843931,2018,Coll of App Sci & Tech Dean,College of Applied Sci & Tech,FT,15,0.227,,
8045135,2020,Business Dean,College of Business,FT,11,0,,
0543886,2020,Myers School of Art,College of Arts & Sciences,FT,2,0,,
0443215,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.057,1,1
3048718,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,3.187,1,1
1545191,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,14,3.014,,
8943113,2017,Accountancy,College of Business,FT,17,2.182,,
4849569,2017,Dept of English,College of Arts & Sciences,FT,16,4,1,1
8641123,2017,Early College High School,The University of Akron,FT,2,0,,
6445279,2021,Business Dean,College of Business,FT,4,0.825,,
1745232,2021,Myers School of Art,College of Arts & Sciences,FT,6,2.2,,
7445325,2021,Department of Biology,College of Arts & Sciences,FT,12,3.65,,
0037774,2017,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,13,1.315,,
6944383,2018,Wayne Instructional,College of Applied Sci & Tech,FT,11,1.745,,
0047593,2016,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,11,3.455,1,1
6045470,2021,LBJFF School of Education,College of Arts & Sciences,FT,0,0,,
1345412,2021,LBJFF School of Education,College of Arts & Sciences,FT,5,0.4,,
8747850,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,3.369,1,1
6245023,2020,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,14,0.164,,
2648989,2016,Early College High School,The University of Akron,FT,11,0.545,,
8839010,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,3.462,,
6443931,2020,Dept of Chemistry,College of Arts & Sciences,FT,17,3.335,1,
6247886,2017,Early College High School,The University of Akron,FT,11,2.445,,
4349547,2017,Dept of Psychology,College of Arts & Sciences,FT,13,2.938,,
5441035,2017,School of Nursing,College of Health & Human Sci,FT,15,1.8,,
8538415,2016,Dept of Psychology,College of Arts & Sciences,FT,15,3.92,1,1
9145346,2021,Business Dean,College of Business,FT,7,1.286,,
6245337,2021,Department of Biology,College of Arts & Sciences,FT,12,4,,
5745281,2021,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,14,3.614,,
9045432,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,11,3.273,,
4845088,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,2.986,,
5044815,2020,Dept of Management,College of Business,FT,16,4,1,
8144888,2018,,The University of Akron,FT,9,0.889,,
5140501,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,2.864,1,
5041883,2017,Early College High School,The University of Akron,FT,6,2.817,1,
6749506,2018,Dept of Marketing,College of Business,FT,12,2.483,,
0342005,2017,Department of Biology,College of Arts & Sciences,FT,17,4,1,
1941926,2018,Department of Biology,College of Arts & Sciences,FT,5,1.28,,
0645321,2021,School of Nursing,College of Health & Human Sci,FT,9,0.444,,
7845410,2021,Myers School of Art,College of Arts & Sciences,FT,15,0.26,,
0645481,2021,Dept of English,College of Arts & Sciences,FT,11,3.809,,
8145336,2021,Dept of Chemistry,College of Arts & Sciences,FT,12,4,,
7840396,2018,,The University of Akron,FT,13,2.938,1,1
8148945,2017,Department of Biology,College of Arts & Sciences,FT,15,3.44,1,1
7645263,2021,Arts & Sciences Dean,College of Arts & Sciences,FT,6,2.533,,
3445055,2020,Business Dean,College of Business,FT,13,3.146,1,
1243340,2018,Dept of Psychology,College of Arts & Sciences,FT,15,3.72,1,1
5345395,2021,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,14,2.636,,
7945323,2021,School of Nursing,College of Health & Human Sci,FT,6,0.567,,
2345435,2021,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.229,,
7547657,2017,Department of Biology,College of Arts & Sciences,FT,9,1.667,1,
1841184,2017,Wayne Instructional,College of Applied Sci & Tech,FT,12,1.233,,
2939082,2016,Dept of Psychology,College of Arts & Sciences,FT,14.5,3.524,,
2644873,2018,Department of Biology,College of Arts & Sciences,FT,2,0,,
3941184,2017,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,12,3,1,1
4845246,2021,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,11,3.618,,
5345021,2020,Dept of Marketing,College of Business,FT,16,3.638,1,
7641339,2017,Department of Biology,College of Arts & Sciences,FT,9,2.767,,
1741693,2017,,The University of Akron,FT,14,3.636,1,1
1745418,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,6,1.883,,
8849663,2018,Social Work,College of Health & Human Sci,FT,15,2.88,1,1
1840034,2017,School of Communication,College of Arts & Sciences,FT,15,3.92,1,1
3838898,2016,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,16,2.975,1,1
0240005,2017,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,14,3.314,1,1
3248484,2017,Myers School of Art,College of Arts & Sciences,FT,15,3.38,1,1
6444909,2018,Arts & Sciences Dean,College of Arts & Sciences,FT,10,2.57,1,
7741148,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,10,2.91,1,1
3637822,2016,Engineering & Science Tech,College of Engr & Polymer Sci,FT,15,3.907,1,1
1248470,2017,Early College High School,The University of Akron,FT,3,2,,
9849307,2016,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,15,3.92,1,1
8745334,2021,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.714,,
2445280,2021,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,16,3.694,,
0649527,2017,Dept of Psychology,College of Arts & Sciences,FT,15,0,,
4045474,2021,School of Nursing,College of Health & Human Sci,FT,6,1.333,,
8445317,2021,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,16,0.131,,
8845236,2021,School of Nursing,College of Health & Human Sci,FT,8,1.588,,
8640206,2017,Child & Family Development,College of Health & Human Sci,FT,15,3.68,,
3742512,2018,Dept of Psychology,College of Arts & Sciences,FT,0,0,,
0343204,2017,Myers School of Art,College of Arts & Sciences,FT,16,0.375,,
6241156,2017,Early College High School,The University of Akron,FT,5,2.22,1,
0341162,2016,School of Communication,College of Arts & Sciences,PT,5,2.4,,
9841065,2018,Dept of Computer Science,College of Engr & Polymer Sci,FT,16,3.544,1,1
6445246,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,12,3.608,,
0348996,2017,School of Music,College of Arts & Sciences,FT,18,3.711,1,1
2440109,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.429,1,1
6649602,2017,Early College High School,The University of Akron,FT,3,4,1,
4940813,2017,Dept of Political Science,College of Arts & Sciences,FT,15,3.06,1,1
5744814,2020,School of Nursing,College of Health & Human Sci,FT,12,3.658,1,
3145363,2021,Schl of Dance Theatre Arts Adm,College of Arts & Sciences,FT,20,3.955,,
3545332,2021,Dept of Management,College of Business,FT,13,3.862,,
1045228,2021,Dept of Chemistry,College of Arts & Sciences,FT,9,2.689,,
5145280,2021,Dept of Political Science,College of Arts & Sciences,FT,12,2.325,,
0438841,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,10,2.76,,
7849440,2018,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,13,3.477,1,1
1345021,2021,Dept of Chemistry,College of Arts & Sciences,FT,8,1.388,,
4140927,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,10,3.49,1,1
3948754,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.414,1,1
2644808,2020,Department of Biology,College of Arts & Sciences,FT,8,3.65,,
3841367,2017,Dept of Political Science,College of Arts & Sciences,FT,7,2.686,1,
9141151,2017,Early College High School,The University of Akron,FT,7,2.657,,
0148253,2016,School of Nursing,College of Health & Human Sci,FT,13,3.062,1,
4949565,2017,School of Nursing,College of Health & Human Sci,FT,5,2.54,1,
9048493,2017,,The University of Akron,PT,3,3.3,,
4845395,2021,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,10,0,,
4445406,2021,,The University of Akron,FT,5,0,,
1545299,2021,,The University of Akron,FT,9,3.356,,
9338083,2016,School of Nursing,College of Health & Human Sci,FT,12,3.3,1,1
9645335,2021,Dept of Finance,College of Business,FT,7,1.486,,
4845085,2021,Department of Biology,College of Arts & Sciences,FT,14,2.321,,
5545377,2021,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,9,0.8,,
7445432,2021,Dept of Psychology,College of Arts & Sciences,FT,5,0,,
3340130,2016,,The University of Akron,FT,13,1.962,1,1
8145362,2021,Dept of Marketing,College of Business,FT,7,0.243,,
4145192,2021,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,10,3.21,,
9944853,2020,Business Dean,College of Business,FT,4,2.975,1,
8145412,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,0,0,,
5544588,2021,Dept of Marketing,College of Business,FT,5,3.44,,
2148831,2016,,The University of Akron,FT,16,3.813,1,1
2449903,2016,Dept of Psychology,College of Arts & Sciences,FT,12,1.433,,
4627207,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,9,0,,
4544017,2020,Arts & Sciences Dean,College of Arts & Sciences,FT,15,3.46,,
2845034,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,2.375,1,
5548548,2017,School of Nursing,College of Health & Human Sci,FT,17,3.576,1,1
9445412,2021,School of Allied Health,College of Health & Human Sci,FT,11,2.618,,
8141899,2017,Early College High School,The University of Akron,FT,8,0,,
0241922,2017,Early College High School,The University of Akron,FT,11,1.173,,
7544700,2020,Myers School of Art,College of Arts & Sciences,FT,15,3.94,,
9040803,2017,,The University of Akron,PT,8,2.85,1,1
1645035,2020,Myers School of Art,College of Arts & Sciences,FT,9,1.667,1,
5445229,2020,Department of Biology,College of Arts & Sciences,FT,8,0.263,,
5444570,2020,Dept of Computer Science,College of Engr & Polymer Sci,FT,17,2.453,1,
3139137,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,9,2.411,1,1
8049104,2016,Early College High School,The University of Akron,FT,7,2.314,1,
1049535,2017,School of Allied Health,College of Health & Human Sci,FT,16,2.825,1,1
1543205,2021,LBJFF School of Education,College of Arts & Sciences,FT,13,2.169,,
3142020,2017,Dept of Chemistry,College of Arts & Sciences,FT,4,1,1,
7141171,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,15,3.28,1,1
0641095,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,3.944,1,1
6249534,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,2.18,,
3745365,2021,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,14,2.443,,
4048667,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.129,1,
0144003,2018,Department of Biology,College of Arts & Sciences,FT,14,1.036,,
6443511,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,0,,
7742404,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,16,0.925,,
8847826,2018,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,16,3.963,1,1
2245370,2021,Dept of Marketing,College of Business,FT,7,2.843,,
5348682,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,13,3.315,1,1
4749686,2018,Department of Biology,College of Arts & Sciences,PT,6,3.85,1,1
1747952,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,15,3.167,1,1
0139224,2016,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,10,3.02,1,1
1640813,2017,Department of Biology,College of Arts & Sciences,FT,16,1.25,1,
3238060,2017,,The University of Akron,FT,9,1.222,,
9443144,2018,Dept of Marketing,College of Business,FT,5,0,,
